month,bab_return,ret_L_excess,ret_H_excess,ret_L_raw,ret_H_raw,beta_L,beta_H,n_low,n_high,n_total,rf,median_beta
2002-02,0.06410661740878752,0.022207238669128476,-0.022218854333794925,0.02404823174529069,-0.020322590128937248,0.5075383196702935,1.0917381989889,674,675,1349,0.0013,0.687298
2002-03,0.028197859205554447,0.04349129603417388,0.0631375578918292,0.045437207041813144,0.06513427634606121,0.5104558389289819,1.107617398342432,688,688,1376,0.0013,0.6949289999999999
2002-04,0.1003426427677628,0.0354622137214884,-0.03654386346331058,0.03759526598744243,-0.034345503728577684,0.5195236540637218,1.1390218474033522,691,691,1382,0.0015,0.7150065000000001
2002-05,0.03762700776186205,0.005542359814608229,-0.02993345080014984,0.007663849768478989,-0.02774040827932375,0.5145562236146305,1.1145965156368038,697,697,1394,0.0014,0.7037935
2002-06,0.04661986477674381,-5.261465253719207e-05,-0.05131530720195639,0.0018914725697982463,-0.049319209382514766,0.5117204192948849,1.098295365380069,700,701,1401,0.0013,0.696316
2002-07,-0.012132237220784756,-0.05708229572206304,-0.10209918680376893,-0.05495121466355792,-0.099900599313375,0.5172775076952956,1.0395037669818572,692,692,1384,0.0015,0.6918355
2002-08,0.01936653295010658,0.020062313045002132,0.020142676850686724,0.02218874753756251,0.022341343700280177,0.5115273298148509,1.0145461230146906,683,683,1366,0.0014,0.6826915
2002-09,0.04253023471959656,-0.013303252338527199,-0.0689804326428599,-0.011373459678063401,-0.06698463911508223,0.5098881547296513,1.0052413820646362,682,683,1365,0.0014,0.681724
2002-10,-0.08576284969343606,-0.011162947542430805,0.06298781100838015,-0.008939393909212808,0.06528688237516214,0.5042660769290658,0.9899723109537198,680,680,1360,0.0014,0.674633
2002-11,-0.08831129751277988,0.010108607505098077,0.10886490627338133,0.012032208975001294,0.11085512529620624,0.5024399035143109,1.0040078338905853,695,695,1390,0.0012,0.6727965
2002-12,0.15033885145217943,0.02562226701227544,-0.09908516026982449,0.027643037758730404,-0.09698807333673755,0.5004115630042999,0.9994824994427627,702,703,1405,0.0011,0.671318
2003-01,0.059101453753120446,-0.004843122383399865,-0.06855116190002628,-0.004843122383399865,-0.06855116190002628,0.49727640342489215,0.9957933571593635,708,709,1417,0.001,0.665833
2003-02,0.017482849767943058,-0.00339949717071281,-0.02405414357970687,-0.00339949717071281,-0.02405414357970687,0.496450376731179,0.9886433131214489,704,704,1408,0.0009,0.6634485
2003-03,-0.008219892181827719,0.003975990143769124,0.015981728917886205,0.003975990143769124,0.015981728917886205,0.4940303343519939,0.982405163669532,702,702,1404,0.001,0.6575425
2003-04,-0.020431651306595897,0.047337706286903064,0.11456389205675416,0.047337706286903064,0.11456389205675416,0.494548157698511,0.9863379042059169,716,717,1433,0.001,0.660166
2003-05,0.0011284352833624278,0.06349881608812362,0.12764366524188278,0.06349881608812362,0.12764366524188278,0.4979352517295701,1.0098726172160166,738,738,1476,0.0009,0.665796
2003-06,0.034399636770224576,0.024112664482005417,0.014331687247555704,0.024112664482005417,0.014331687247555704,0.49738735262811173,1.0179472772519242,759,760,1519,0.001,0.665347
2003-07,-0.01864648294541292,0.022434764748092376,0.06626220789866424,0.022434764748092376,0.06626220789866424,0.5035990168410058,1.0485298329172774,770,771,1541,0.0007,0.678005
2003-08,-0.0040214030710074705,0.03529382430502363,0.07841978159006954,0.03529382430502363,0.07841978159006954,0.5066308362294928,1.0642542696110389,767,768,1535,0.0007,0.684382
2003-09,0.013312356519434758,0.0018830343090712098,-0.010532267773072,0.0018830343090712098,-0.010532267773072,0.5067570249482911,1.097510889973407,780,781,1561,0.0008,0.68903
2003-10,-0.00429722767844555,0.03565820447154215,0.08265778234812708,0.03565820447154215,0.08265778234812708,0.5150974520690025,1.1242383663959699,796,797,1593,0.0007,0.699139
2003-11,0.05773800094680702,0.03648653316823276,0.014187193960808546,0.03648653316823276,0.014187193960808546,0.518858406250533,1.1275078673777816,803,803,1606,0.0007,0.707829
2003-12,0.03463634629813185,0.02711913338590011,0.019782169262694972,0.02711913338590011,0.019782169262694972,0.5299725493895415,1.1964191795332713,1195,1195,2390,0.0008,0.7383715
2004-01,-0.007479009709809699,0.022535457146793336,0.061323799496463494,0.022535457146793336,0.061323799496463494,0.5388613593605768,1.2439025615928287,1228,1228,2456,0.0007,0.7644715
2004-02,0.04256507546713995,0.025468644744382832,0.005408388439792757,0.025468644744382832,0.005408388439792757,0.5439582451183317,1.2708038058410789,1239,1240,2479,0.0006,0.776907
2004-03,0.042903074261230224,0.012943883662342741,-0.025691378325817093,0.012943883662342741,-0.025691378325817093,0.5561053475626598,1.308973539962145,1253,1254,2507,0.0009,0.797579
2004-04,-0.0123651359902405,-0.03652127541729563,-0.06976457280758089,-0.03652127541729563,-0.06976457280758089,0.567965483930671,1.343259193882199,1262,1263,2525,0.0008,0.816892
2004-05,-0.00275140160244052,0.0038935339299389377,0.012844211804647447,0.0038935339299389377,0.012844211804647447,0.5756609764438261,1.3498923001772811,1254,1255,2509,0.0006,0.828869
2004-06,0.029929757380785176,0.030924900136747657,0.03174297152551686,0.030924900136747657,0.03174297152551686,0.5822774763526467,1.3693831802833611,1265,1266,2531,0.0008,0.842187
2004-07,0.043149749103190964,-0.004178854348631114,-0.06956674233079094,-0.004178854348631114,-0.06956674233079094,0.5862322293921156,1.3836397358153443,1266,1267,2533,0.001,0.850312
2004-08,0.027783161402043427,0.007269932686777435,-0.020717531151261764,0.00942806803574446,-0.018518886615554328,0.5806576125107513,1.3573703976648823,1257,1257,2514,0.0011,0.8470424999999999
2004-09,0.014087819272671304,0.02890370295102446,0.04717171817257474,0.030960744653576136,0.04927035602358019,0.5880429299560116,1.3452823103913385,1264,1264,2528,0.0011,0.85388
2004-10,0.02276700401009206,0.0134234341849825,0.00018579501463261315,0.015477952886687303,0.002281234970734719,0.5860520239471522,1.3478368212889749,1263,1264,2527,0.0011,0.854903
2004-11,0.020548497432198984,0.0507263701869917,0.08993593832590911,0.05279738979326494,0.09203291562135463,0.5880104065796625,1.3684856772407343,1284,1284,2568,0.0015,0.8685575
2004-12,0.014955737290108764,0.022703037482518968,0.03172956987557489,0.024856204631287994,0.03392686387978611,0.5984772072014892,1.3808110835166034,1299,1299,2598,0.0016,0.8786725
2005-01,0.02957138963831307,0.0003223761036183363,-0.04048280159832074,0.002292365942469796,-0.03848501767628662,0.5992856609915961,1.394350091661005,1537,1538,3075,0.0016,0.877082
2005-02,0.02076589212980152,0.015501451017376587,0.0073298205094704276,0.017370418147115423,0.00922860956954566,0.5953267229247622,1.3901538466680736,1554,1555,3109,0.0016,0.872987
2005-03,0.0023648031705409966,-0.019163937927144967,-0.04871726169070513,-0.016995371400189016,-0.04652100581463675,0.6069606187890368,1.4354607946519562,1560,1560,3120,0.0021,0.8988214999999999
2005-04,0.009022898252206979,-0.020724396918811016,-0.06013859605306767,-0.01865702622582682,-0.05804251572707598,0.6057641596689379,1.3909738067337365,1543,1544,3087,0.0021,0.894523
2005-05,-0.01261732462543743,0.023012443585279353,0.07083534666569004,0.02507131003096252,0.07293202719555386,0.6037099693784737,1.3961637632745285,1554,1555,3109,0.0024,0.899726
