model,alpha,alpha_t,beta_ted_change,t_ted_change,p_ted_change,beta_ted_lag,t_ted_lag,p_ted_lag,r_squared,r_squared_adj,n_obs,beta_change_univ,t_change_univ,r2_change_univ,beta_level_univ,t_level_univ,r2_level_univ,corr_change_lag
TED (Eq.28),0.014359951330762386,5.613289040682167,-0.013653565109563004,-1.2250511145828638,0.22055596234940356,-0.014080335376922212,-3.520748372572649,0.00043033076713148836,0.021978881436673148,0.014123290122911358,252,-0.0064816931508871,-0.6010786699966186,0.0012368328800812511,-0.01225655459430985,-3.262032010408914,0.016864126610917518,-0.2608393136608889
